anime_id,numberofviews,popularity
3325,21,8332
13799,216,4827
6895,3226,773
31633,219,3619
5526,1837,2413
9587,2410,1334
1234,147,5971
3613,1502,1598
3391,3,7537
27419,195,4905
3000,169,4543
6768,934,2139
35498,99,5206
43,9001,174
27831,3992,385
17637,693,2969
15389,28,9259
23383,1470,1821
32897,1,12796
31018,47,6684
572,6721,407
2804,37,7639
9333,395,4653
17843,278,4507
2050,138,5566
819,2020,2053
4496,63,7515
4581,2745,993
1544,142,5999
1608,165,4787
3219,367,4782
11285,6255,283
35557,1725,651
1872,23,8767
2926,5203,615
36191,13,10222
1661,173,3773
25991,82,7729
21737,151,5644
34240,4501,508
31456,419,1651
9958,1229,2273
5353,29,8431
9124,282,4659
33685,44,6398
34021,178,3453
5053,74,5945
11659,19,9094
565,2244,1526
1218,1762,1905
32171,391,2040
11185,163,4468
31564,762,1775
33500,3,12307
13137,130,5222
5702,1124,2145
7337,1406,1696
17727,75,6370
17585,171,4824
18745,1063,2465
20543,928,2192
8234,105,6114
21235,399,3271
10611,1960,1234
22695,142,4409
3137,87,6603
3162,42,7440
9922,1824,1295
502,1946,1848
688,728,2758
1635,371,4480
7160,2,9180
1235,393,4828
8408,5383,711
2158,1119,1691
19429,3547,480
3670,200,4748
838,555,2510
36197,1,8103
10017,816,2605
35250,199,2514
7582,65,6657
29301,235,3643
12461,1556,1175
795,281,2935
5570,15,9228
27939,181,4923
34085,223,5404
34639,48,6240
55,400,3417
34944,36,2424
22955,41,4176
33125,85,5572
23679,34,7406
26449,460,2809
23945,1253,1583
1236,42,7442
13599,3360,645
3466,1248,2320
8832,2,11065
31989,254,3349
1375,277,4122
21677,965,1521
33236,16,10842
16868,1499,1891
27709,79,6616
2176,160,5407
31909,324,4643
454,899,2894
1878,79,5426
2965,150,4200
28999,8662,72
6421,3101,957
33672,14,8673
6868,1,10485
10714,1086,2413
29809,169,4439
35182,98,5269
84,1006,2362
23225,1254,1751
2262,228,5556
629,263,4743
2577,157,5769
2185,139,6067
28351,231,5482
266,443,3471
3019,150,5736
1281,1496,1267
175,787,2612
11859,621,2253
257,3960,832
3911,111,6937
5877,89,6321
2100,91,6880
4082,534,3950
16774,1779,1379
934,11375,97
12963,34,6872
29575,425,2837
22777,1181,1164
1120,3031,1427
1634,460,4135
11771,9179,85
34733,183,4358
34766,34,7027
28859,74,5832
30100,245,3593
27787,5444,235
3229,3357,1039
8841,10045,129
18939,1,12177
390,3069,1037
4504,9,10246
13781,2,11441
13833,817,3061
11237,434,3760
3358,2612,1192
15315,6504,199
5305,600,3933
552,8275,305
101,8254,340
34525,833,1589
1509,389,3137
11739,1870,1444
4013,29,9457
30240,6468,133
6932,78,7674
27687,19,9840
35255,24,5790
1278,1056,2893
404,1048,2407
10361,74,6379
31821,1993,1022
4752,8648,299
80,1834,1215
3501,108,5585
2452,170,4951
111,313,3808
33433,1820,739
11741,10692,81
10075,1425,2158
32875,27,10722
32502,22,6965
22663,2850,547
32634,134,3689
951,171,4466
36760,9,7982
1713,28,8399
4513,99,6348
35079,1300,954
2598,34,6013
2583,92,6526
3468,432,4290
1293,370,1953
9645,9,6795
28387,1790,915
7661,1616,1639
3223,147,5599
19685,2221,848
6893,1213,2021
9455,3,11428
1136,272,3706
29317,2769,1289
35235,31,6607
16928,175,4649
34934,2108,553
25805,460,3242
1827,2964,630
6736,353,4760
2579,206,6101
920,273,5413
6624,1022,2133
23877,70,8059
15061,146,2487
14941,935,2286
32827,1057,1079
631,622,3899
1391,75,5605
34032,12,7012
3863,41,8970
32830,23,6868
15313,364,3795
25731,2009,797
3625,152,5293
773,87,6415
5832,93,5810
31884,98,4560
5959,416,3496
24439,5239,142
1564,3529,948
30246,35,7138
908,3373,1524
33,6481,210
4639,58,5844
595,661,3777
9107,1163,1643
299,1285,2261
24701,2183,727
1662,62,7211
17827,1397,1209
30291,41,6132
371,3232,1205
29223,214,3735
11531,1225,2229
6064,1072,2002
8115,498,3064
5507,2818,909
17265,9120,64
35639,1664,639
7375,978,2671
3787,101,6917
3754,72,7696
30923,12,9088
373,325,4247
1862,1096,2655
5658,43,6226
6023,2397,1484
1170,821,3126
21189,880,2846
36861,40,6807
1694,370,2855
36009,209,3104
223,11297,99
169,4237,800
270,11343,125
2385,1706,2336
1095,721,2690
30988,205,4794
2756,437,3615
9445,12,9546
3355,3,9351
16363,179,4161
3280,21,9425
34383,1065,1177
34675,34,3874
5671,2046,1256
30893,2,11153
16678,206,4804
17901,734,3567
13785,211,4360
1112,280,4600
21339,2761,614
4132,29,9096
8023,1506,2105
25857,35,7926
36169,4,12356
13219,185,4699
2409,312,3717
4450,427,3823
36175,5,13322
5332,472,4165
24703,5062,189
17121,1752,1768
154,6484,343
5895,11,9728
31578,204,3956
7307,16,8385
28683,204,4377
2501,26,8045
1747,492,2949
15225,6627,255
35222,774,1493
3706,129,6433
21241,797,2421
561,490,3276
36797,30,7143
12599,57,8131
31251,1878,869
36848,61,4087
11835,8,9064
883,953,2948
21439,735,1889
1553,177,5179
76,2735,1127
2842,596,3657
10681,1683,1527
9938,1601,1659
1825,278,4448
1374,498,3101
20973,2027,931
1956,2431,1450
2216,1474,1229
573,863,2610
7705,961,1732
29893,386,3211
35009,158,4581
33581,1072,1273
31812,727,1327
36524,701,3036
65,3841,1028
32251,6,9910
16123,820,2477
3849,72,7589
27945,105,3931
3108,74,7212
800,516,2597
34659,19,6006
8017,77,7145
30813,132,4327
12783,1337,1318
31138,1204,1781
11561,22,9274
34213,891,1799
21939,2880,569
984,1399,2254
36764,3,13823
3939,291,3892
27613,204,4279
885,1380,1478
9544,780,3102
6527,113,6282
33004,412,2909
17743,590,3265
12859,3301,784
785,787,2803
9181,5178,444
17409,667,2383
23269,1186,1618
10219,641,3483
31374,1592,1037
1506,1201,2161
6287,1198,2667
36765,2,14002
34834,249,2923
37719,673,2441
10937,13,2189
22655,88,5829
427,1695,1499
30279,1603,1231
445,496,3292
23367,58,7468
4067,17,7627
34349,94,5305
568,824,2431
5022,12,9768
16918,4085,506
33263,442,1649
31552,660,2269
31930,37,4986
1909,182,5805
7060,152,5965
34712,1115,1024
1192,1493,2261
20359,978,1934
290,1093,2031
34928,1,10869
35376,1365,937
8443,16,9716
33486,7663,57
5259,130,5729
8101,843,2520
463,2482,1697
267,2885,726
981,1547,2574
185,2944,745
758,668,3455
3989,36,8576
6567,112,6411
8424,5486,503
4280,5762,657
23249,217,4105
1261,413,3944
36790,10,9338
33457,19,7801
455,430,2579
32030,83,7514
3910,37,8212
3991,102,5465
7122,9,8692
9308,700,3044
33798,141,5750
1889,8360,251
19671,1275,1670
34848,4,10057
8547,26,8890
29871,20,10790
30585,641,2630
308,227,3249
14583,152,5422
851,235,3389
15199,1507,1288
5957,1591,2436
29786,5626,193
89,463,3024
8792,843,4108
5684,211,3883
33342,1,13392
22745,444,3207
30132,74,6093
971,437,3401
1602,616,2890
3424,28,7178
6546,295,4231
124,764,3289
9159,435,3705
1313,5844,565
23157,24,10322
2719,68,5509
3750,583,3203
3361,9,9652
34542,3085,376
35075,374,2620
1458,28,7371
31646,2500,391
2023,65,7070
658,1673,1331
14123,568,3594
35302,2,11598
1111,298,4602
1678,523,2744
29801,75,6889
31555,2,11025
9811,1,11803
12321,802,2977
7592,4181,497
14027,3468,1084
24795,1,13162
3226,1493,1886
32932,23,8193
138,2881,1126
1482,7269,106
28257,23,8458
11917,783,2742
1071,150,6561
35320,620,2654
8026,269,4834
872,345,2665
4999,4962,616
4792,1285,2911
412,3150,1298
3616,1425,2064
19653,668,2175
35262,1251,1653
110,362,3583
32551,1042,1787
35963,1,12079
36074,3,12913
1459,366,3637
3927,3972,851
3292,225,5811
2389,182,4532
11499,7932,205
558,1660,1778
33740,186,4449
5355,3387,764
1532,1615,1918
19157,14,3487
105,713,2902
35076,2219,571
9055,1107,2189
359,198,5375
32609,4,10613
10798,2903,843
33099,1,12480
7695,1359,2009
8479,1930,1082
892,1621,2039
876,834,2904
24817,15,8660
12677,616,3355
30321,1157,1622
32256,16,10777
73,7281,415
4021,979,2330
4191,38,7256
32734,5,12002
9367,5407,369
26009,2,13129
17615,4,10826
3342,3515,709
17887,61,8204
557,339,4796
21569,547,3177
30412,19,7307
11019,217,4239
31740,136,5332
2544,98,6328
32934,60,8113
10936,156,6055
32937,6663,112
30232,4,10569
5184,1,11372
2175,1328,2066
6327,93,5769
10934,766,2981
4726,2164,1442
905,3541,1115
3958,4561,791
28983,1,11757
22247,1,11729
1668,1376,2210
28957,1159,1432
20,19227,10
1383,49,7281
2355,397,3652
867,841,3161
649,837,2939
68,5316,430
3470,6690,339
6636,4,9404
33071,554,1958
35073,3028,314
15933,808,2668
2179,74,6903
13855,227,4496
17247,4333,410
12711,1862,1110
31440,481,3600
36759,1,14130
8900,5,10209
36937,2,11461
250,1111,1191
10162,7434,256
20909,515,2582
8079,17,8935
28405,1349,1576
33564,55,4898
1844,310,3831
5030,4630,713
31157,198,2791
18045,931,2677
2014,260,4443
11073,285,4406
15883,593,2591
6571,5,9386
25015,1457,1246
2848,324,3853
33840,203,3255
306,1823,1398
30641,145,3526
5493,461,3909
34884,91,4067
25681,2808,588
34488,3,11641
31430,1084,1501
13367,3530,694
659,2267,2061
894,3855,1154
97,3385,689
2043,344,3697
10497,621,2873
29027,1571,1445
4443,186,5653
30458,2445,772
18851,1234,2113
33245,81,5446
1347,591,2491
6325,4639,827
555,448,3835
10306,27,7656
5310,1164,2469
18397,4307,455
29722,9,8495
33489,2919,300
10020,5901,658
5150,2787,1279
2539,362,4709
23201,475,2776
27825,76,5912
100,1728,1686
28617,2194,643
32668,1318,1653
4650,233,4977
12419,1142,2299
2847,2494,1509
15051,4827,305
10716,983,2489
13863,999,2595
2063,69,7571
2097,105,6961
4010,401,3908
34999,24,6809
7465,2639,1010
34179,13,9655
1527,1007,2940
34642,404,3347
34777,534,2739
3727,125,6485
941,684,2585
979,845,3481
31553,2002,1292
3702,4935,627
32730,178,5761
19319,947,1722
28169,49,5981
3165,854,3071
18689,1746,787
2403,2960,1054
2792,77,7529
1346,280,3964
1189,178,5028
1898,138,6433
27815,128,4169
147,4330,829
1648,268,5066
32013,2027,1018
31229,1428,719
8057,558,3041
6428,2,9554
33723,5,10184
530,6294,423
2767,112,5808
1967,369,4124
5454,691,2710
30378,1,10930
584,1837,1249
3326,602,3350
8908,217,5033
36904,366,3267
33686,50,7239
35949,39,5841
566,557,2803
30600,145,5886
10607,12,10645
7972,315,4693
29751,1,12930
24261,889,2243
6299,220,5260
30206,1637,1629
93,4032,761
30777,3,10229
33691,3,13423
2938,44,6444
1290,286,4333
12485,25,9252
28537,292,2532
8551,25,8774
2500,224,4339
2733,96,6704
1533,551,3111
4262,1508,1890
8676,5155,372
606,309,3730
32309,285,4333
33041,373,2778
10271,2145,1009
298,2341,1474
12403,3170,793
1578,227,4006
14647,184,5179
8074,17554,32
2997,74,7188
6107,29,8614
3686,259,5413
35851,52,2227
24991,2229,940
12997,433,3613
1815,2790,1552
350,877,2296
31559,1865,833
543,3706,975
6892,220,4704
10717,999,2423
497,842,2570
9989,14233,45
2007,51,7615
35369,626,3208
7338,5442,476
24475,1014,2101
35965,41,7550
1911,312,3779
35015,368,2860
33696,74,7841
36349,1,14241
433,4792,621
30,14649,48
32547,555,2792
3937,2,11053
2002,2191,1069
9135,3445,776
2259,46,6511
2586,84,6738
7759,119,5848
5251,683,3069
11843,7956,139
8987,125,5408
357,6264,607
2219,137,6298
23227,1243,2178
22265,4062,377
16033,303,3232
10380,776,2658
2085,15,9347
4663,99,6439
7081,110,5001
9204,214,3895
23459,493,3239
11743,2283,1172
3199,109,5954
17879,506,2997
21649,166,5743
9751,985,2169
30818,2,7623
11505,23,8863
31668,39,6757
861,5402,414
36803,4,3845
3710,205,4058
32359,52,7018
2740,15,8772
1466,35,6867
1116,132,5553
10731,270,4200
2907,185,5212
6958,618,3900
1011,646,3416
20441,12,9955
9120,1599,2303
2513,571,3684
16586,3,11456
21571,122,5893
364,203,3947
36728,3,8827
731,2098,1751
10336,810,1987
36575,6,13546
3990,96,7907
4653,123,6210
7666,69,7911
4483,508,2823
31196,103,4934
32979,1514,823
37005,4,9467
777,6215,105
12119,1058,2043
10546,116,5181
34307,3,11801
30695,55,4197
906,3167,1251
3306,93,7044
7858,3273,1103
10457,184,4778
32301,298,3131
1301,387,3700
17267,207,4154
5039,1832,1247
29974,1024,1369
10073,2018,1014
239,2634,634
8675,7268,234
25169,20,8141
32596,1,10211
58,1463,1522
30782,1312,1588
827,166,5783
36022,35,6572
28841,172,4558
5342,2729,1055
3329,60,6912
36436,8,7520
32867,3155,370
19369,4471,409
346,484,3440
18247,4320,375
3827,12,8751
2069,29,8984
33244,445,2797
17357,97,6517
36229,8,12710
6986,215,4941
19195,744,2292
3848,1857,1895
647,103,6280
1813,2585,1803
10469,476,3430
35295,2,13118
8548,24,9012
32031,69,8111
33116,3,13436
30869,137,3010
440,1776,834
1409,118,6085
3138,204,5946
34626,1891,981
481,5441,417
9252,2527,1574
34599,4761,178
3579,50,5324
33302,161,4368
23321,5232,197
33506,3883,259
16916,2407,1458
8577,2338,1594
1087,513,2542
10014,87,5235
1181,236,4915
149,3795,879
24469,768,2839
9693,740,2844
25889,11,10134
32421,2,12421
10447,1688,1087
6772,3079,1224
283,364,3224
1560,88,6774
15841,278,4097
1083,44,6704
25341,250,3756
23029,11,10940
34623,40,7437
30438,39,9187
2084,26,7533
1069,181,5345
2479,91,6912
990,1677,1855
13299,17,9866
30658,82,6505
29868,60,7223
22057,754,2982
771,234,4683
34304,14,9030
34382,1748,502
28771,676,2240
25859,1039,1665
3048,149,5774
36473,47,6746
6355,56,8433
15195,883,1640
761,3627,1462
75,851,2013
10686,1540,1813
2772,493,2716
2040,10,7832
21881,11808,17
517,2862,1638
16345,13,9963
564,1529,2354
1359,516,4070
16389,14,10414
1953,2159,1840
10770,151,5149
7463,473,3907
32182,6827,84
3079,49,5714
21563,1629,1023
15393,8,7075
28713,408,3257
849,16865,68
28069,1847,1368
37087,137,3988
2407,200,5198
11701,4727,780
8100,1639,1505
33972,4,10668
1674,850,2819
2081,27,8910
9934,445,3110
15565,1471,1143
31168,98,6070
10308,1162,2024
4420,29,9191
160,1736,1099
15751,2152,1048
8795,5059,362
2694,6,8512
9595,37,7255
34742,242,3859
33377,577,1092
12031,1198,1082
6129,513,2821
2166,1259,2508
10916,287,4666
2863,136,6199
21667,1306,1991
8367,44,7724
32729,4259,230
3230,2745,997
30920,39,8253
6581,690,3605
31923,41,7460
17012,112,5710
20745,1273,2127
170,2638,753
1663,168,4879
4991,25,9500
651,1605,2685
33661,33,8498
31121,489,2517
3390,91,6252
30845,61,7194
33726,276,2355
1468,342,4068
7723,122,6642
1084,432,4235
32681,1800,961
19759,1458,1555
6,9136,138
34501,601,1941
1559,4743,475
104,1625,1677
5781,2340,841
129,1203,1829
237,6759,203
23325,752,1919
21033,2664,748
2832,865,3028
28881,239,3876
10945,108,4708
197,805,2747
6793,3182,1220
19825,12,8318
21845,1233,1348
3327,20,6451
1783,391,4191
10313,11,9874
7103,436,3024
15133,1089,2010
2581,4848,576
9919,15477,14
16005,1897,1004
5194,452,3836
11685,34,8816
2746,996,2976
13163,21,3962
8142,2318,942
2743,350,4469
1239,2915,1241
34367,26,8347
29089,55,3648
33118,109,4771
22199,10731,25
5112,3226,971
3735,15,8937
34104,1487,892
2622,94,7069
4439,17,8696
8496,15,9970
33420,66,8256
607,98,4971
35573,32,7923
1808,1046,1916
1273,195,5778
1594,3288,862
4795,870,3393
1209,283,4633
5715,72,7688
25159,4057,360
11101,14,10254
19101,127,5377
7611,95,6382
23511,1,11084
31758,2195,649
33357,2,9061
33011,192,4554
33105,23,9084
2169,347,4492
1516,250,2799
31400,100,5325
24543,686,2020
34820,49,5948
19397,53,7508
1367,1267,2110
10080,7927,288
1000,353,2673
24455,3428,466
1167,207,4454
3782,6517,587
207,1190,1899
162,702,2825
2930,1,12132
4472,5522,901
1880,118,6587
24269,2,11809
32842,1,12056
791,100,5761
222,567,3233
23421,1988,868
438,547,3611
9724,2235,1640
16287,344,3512
33519,65,3272
8557,3340,715
34904,614,3211
2935,90,7271
10346,13,8842
4917,16,9537
14645,890,1981
24675,14,9889
3354,1639,2426
32494,1274,1112
13259,277,5802
33325,1,12850
387,3784,530
17725,1180,2554
23333,1581,862
4503,211,5019
2454,292,4777
34753,646,3144
20655,709,2627
18047,13,10730
1401,984,2891
34565,446,1636
18041,1514,1447
34492,72,5437
2364,101,6220
10258,358,4022
428,699,3601
25977,14,11578
33074,132,5909
13859,1108,2070
8898,31,9210
2497,169,4802
2000,397,3274
30895,1119,1307
3965,1551,2527
33505,77,5506
30187,2688,652
1372,487,3043
383,802,2679
7786,19,8780
8311,1460,1704
33814,311,3409
22055,21,8474
2039,13,7611
18229,2693,631
627,1840,1456
32239,99,5500
36875,60,7597
35707,8,11937
30410,4,11187
15117,3561,983
2869,209,5304
621,466,3299
29901,1,12282
4962,139,5888
16648,69,7505
5141,517,3173
2128,15,7725
31149,534,2224
2966,10638,100
3446,1827,2393
30499,87,6259
1603,195,4590
10033,725,1152
2798,1038,2858
2789,373,3996
265,2481,1472
17543,73,6443
20053,1207,1669
6380,616,3034
2291,141,5248
131,495,3006
888,815,2948
2808,399,4133
1015,3532,1395
202,5477,359
28215,424,2930
1228,142,6525
1091,673,3089
33771,562,1808
15417,3122,685
28675,2074,827
15731,344,3309
34903,54,3830
33341,244,3410
18001,2515,836
614,215,4469
31973,645,2315
28621,2228,830
20583,7690,86
30922,75,6951
3345,55,7499
6573,7941,244
8337,250,5428
2683,973,2341
158,1286,1759
15895,524,2845
25503,1,11303
27503,283,3745
1998,516,4225
32833,138,4720
17819,816,3687
31105,36,7121
4854,23,8036
3834,5,10350
1868,240,4526
31227,111,4696
35629,570,2153
3317,14,9277
5079,2536,969
18771,124,4488
1550,191,4957
29787,1312,1321
33089,690,1624
2964,684,2495
173,936,2073
10721,4291,394
9618,1441,2111
33024,139,5479
18653,148,5306
8068,497,3049
3674,691,3288
9063,1378,2269
19703,1608,891
30419,128,4853
9335,745,3514
5341,7614,240
15,2108,812
11997,191,4727
31722,3061,456
8196,13,10030
31491,249,3598
417,1566,1872
1858,804,2496
32160,51,7607
2597,485,3824
34411,123,4040
36923,423,2222
2354,513,3232
251,1585,1182
30790,164,4846
14951,702,3833
6946,528,3669
20221,542,3385
36522,47,3861
940,2084,1455
37051,8,10621
25389,2053,1221
5288,134,6020
32437,84,5146
29808,175,4504
20689,3469,445
25729,155,4505
34299,776,2209
477,2442,896
617,3094,1160
797,487,4172
3320,45,8276
32806,50,7479
9745,918,2582
14617,247,4296
29511,371,3973
9581,1102,2367
13055,2805,1229
3159,18,7715
28539,244,3139
20391,88,6866
21557,2133,897
28013,677,1682
13251,104,6501
2126,310,4140
8481,1042,2581
31756,652,2428
33069,285,3558
7818,13,8907
5958,7363,220
31798,4780,184
793,2612,1602
31952,2124,694
10536,1088,2176
33205,139,6270
13551,2,10839
32559,1,13398
33795,327,3898
13201,302,3862
10270,7,10470
1031,134,6843
363,130,6321
227,11167,117
14913,21,7641
432,492,3334
4508,192,4813
12581,1485,2031
9776,2304,1149
31753,1,11868
32785,17,7310
7157,31,8796
1373,161,5433
32613,72,2961
6974,2907,1093
28911,22,8830
1424,182,5530
2386,1947,2237
34747,73,5674
8197,964,2696
696,1724,1590
734,306,4919
32407,1125,926
1688,741,2801
33045,128,3961
4651,20,7748
3111,94,6570
33163,8,10422
33558,1754,1763
3636,171,5402
20649,459,3346
268,5645,518
2503,5,9434
4672,1971,1257
3152,36,7964
31422,270,3281
2685,3082,1209
35730,80,5359
9734,2872,1276
4278,100,6515
3654,1359,1973
2064,57,7575
1043,751,3275
277,1229,2398
2868,204,5293
4197,233,3804
13563,68,7513
32360,1372,957
3907,157,4192
2220,363,4716
25283,2212,662
4690,105,4847
9013,25,8561
4189,278,2920
3022,13,9380
4551,2592,1070
32615,4168,267
21729,190,4012
5997,7,8485
11021,1812,1236
31914,1393,1085
13221,438,3270
10842,345,3105
28447,482,3686
2899,3161,1480
16023,247,4325
115,348,4007
11617,11106,56
5680,14181,80
3765,20,8859
10156,1828,1411
31637,5284,279
32409,155,3576
6883,141,5956
22859,628,2816
32282,6766,127
28819,3131,593
8842,11,10610
24655,1461,1043
18441,2523,1271
8369,65,7213
471,671,3008
3571,84,6858
4574,4,10336
1020,331,4229
25013,5249,165
15545,32,8239
29573,110,5203
588,658,3747
860,1445,1968
650,803,2647
37026,8,9314
18781,108,6227
14131,3099,559
30296,5293,168
34510,6,12217
10802,12,10014
32005,352,3128
24775,1,11928
6220,107,6331
9673,51,5377
18095,2412,866
34800,139,3941
21329,2219,1201
35739,73,5890
33806,15,8217
168,2191,1339
31244,20,7022
3266,907,3191
524,1886,2387
2912,73,7775
1820,55,7984
2547,433,3639
31573,57,6037
19123,841,2287
11757,21076,3
30736,1458,687
4158,181,6877
10713,1264,2346
9777,67,8032
31765,3475,316
16732,2074,815
685,351,4392
34514,430,3025
33455,20,9002
11911,39,7320
1269,329,4215
36099,5,13822
656,2372,2025
20507,13391,15
37112,3,13025
32954,334,3648
9028,3,10843
2026,4276,523
1944,438,3773
21059,68,6260
7867,12,8171
8258,1,11402
36440,5,6610
11227,1424,1570
31380,710,1905
687,2291,1005
16051,876,2297
32977,132,2933
33240,47,4857
10545,232,5920
14749,5272,310
2570,55,7405
1128,372,4249
3602,92,6420
31716,1897,704
31764,2781,519
128,400,3992
6422,85,6449
10456,2651,737
36259,90,2546
30089,6,11418
2083,63,7373
1473,303,3929
23135,48,3515
31498,693,2493
6385,459,4132
1573,257,4204
2781,60,6876
19099,257,4766
3522,54,7156
85,1209,1851
1017,808,2409
35450,6,12214
9935,42,5025
11979,3285,763
28299,834,2169
21647,2608,686
119,1531,2217
3171,148,6245
31221,291,3530
92,725,2505
1857,69,7087
35326,16,9059
10087,12233,43
34725,15,5984
4598,5,11259
11313,1485,2093
10500,713,3157
9065,1950,1351
1990,61,8414
16866,1977,1349
3272,83,4798
31762,71,5120
13309,244,6111
4713,645,2441
9718,83,6791
331,141,4353
2235,1221,2764
16011,4290,286
29756,12,7864
205,11631,67
2723,58,7054
31201,31,8479
6712,582,3172
33475,2208,621
506,128,4790
3021,19,7798
12467,3628,620
3550,22,9004
10350,518,2777
276,1865,1710
342,361,3491
19193,840,2163
44,5626,481
1659,359,4881
28297,4810,217
33690,215,3666
19815,14960,11
921,282,5115
1508,144,4545
11981,4738,403
288,3068,1303
15039,3036,629
2921,203,3364
1127,508,3215
33698,3,13473
24751,929,2344
32935,4608,274
2213,362,2675
2703,89,6314
1843,136,6719
30902,921,2129
4173,115,5816
19251,456,2832
1219,586,2975
1534,227,4304
601,1859,1667
10624,1145,2138
11537,23,9637
1538,909,2165
814,698,3448
11241,2938,850
5205,4392,707
8129,3922,624
33157,139,3541
394,2132,1694
933,929,2455
218,1054,1960
5447,43,8164
16143,263,4056
1065,390,2883
7669,1078,2978
1022,247,4360
918,4825,95
2852,382,3820
12503,1453,1772
27631,3654,236
31344,95,4973
1078,1417,2438
33031,614,2277
973,230,3853
35818,75,6359
10821,126,5638
28851,7509,77
6867,1200,2317
3369,150,4954
14835,487,3377
2236,12891,113
9314,2285,1275
10259,133,3197
184,648,3028
30916,22,9600
2156,1331,1783
3418,25,8053
2031,1011,2269
30652,326,2884
23083,82,7047
21755,189,3889
1180,161,4478
767,259,4847
3876,4,9878
976,438,3743
1268,104,6261
34302,24,7833
2895,32,6783
34412,41,8325
35247,1565,762
5973,964,2421
769,376,4339
13449,4,11170
15043,259,4175
32608,412,1571
13161,4971,339
23311,1363,952
1299,229,3330
32878,535,1995
33659,13,8972
16514,1,10771
5084,313,3938
6557,16,9160
21097,415,3155
36644,1,12248
26017,3,11453
34823,490,2267
2487,30,8324
36791,5,9809
25647,328,3409
5622,79,7332
713,2795,1561
123,2398,1124
516,351,1756
3546,7,9609
1344,83,6659
653,340,4275
30251,101,4702
389,2063,1530
35480,3,5581
10049,2963,886
3288,280,4224
12893,2424,1195
30739,82,6784
171,50,6268
34161,418,1989
9561,62,8187
23079,2626,752
1271,161,6117
33206,5440,158
25241,1155,1932
4447,1003,2352
2041,378,4237
32534,17,7997
19879,6,10056
157,3431,899
398,562,3339
3667,3392,743
7627,2341,1179
30307,5109,215
5886,6,10880
32901,4104,272
2208,28,8190
32088,6,10267
32900,766,1276
22507,838,1789
2306,98,6556
11077,1661,1470
2751,292,4028
33184,147,3047
6151,1229,2622
741,2170,2031
30503,8364,66
10076,2084,1700
789,1614,1893
996,2709,1290
10334,225,4670
2432,953,2682
32836,256,3119
1287,85,7076
2351,140,6046
34980,1,12663
21573,579,2381
37668,11,9807
3751,69,7872
719,1277,2366
36798,157,5018
33513,244,2208
2472,6634,597
31966,30,8399
10163,5732,386
30370,954,1467
35204,37,7119
18897,8902,78
22097,1397,1173
1108,529,3365
8310,605,1843
32245,1041,1095
33783,554,2324
1182,319,4073
31339,3797,290
11933,4519,446
3422,173,5894
29099,2,12003
32011,80,5340
6686,122,5678
4712,204,4805
3954,448,4242
28607,490,2499
1940,176,5563
15535,333,4841
36170,6,13290
967,887,1324
30196,69,6060
36996,4,8145
29129,197,3974
